NCBI Accession,type,proportion,number of bp
NZ_CP024077.1,prokaryote,1.42E-05,284.2208049
NZ_CP024085.1,prokaryote,5.18E-05,1036.374223
NZ_CP024086.1,prokaryote,6.35E-05,1270.895215
NZ_CP024090.1,prokaryote,2.41E-06,48.14669373
NZ_CP024091.1,prokaryote,0.000390443,7808.861225
NZ_CP024123.1,prokaryote,0.000255544,5110.871383
NZ_CP024124.1,prokaryote,7.80E-06,155.9775378
NZ_CP024126.1,prokaryote,2.77E-05,553.1322925
NZ_CP024159.1,prokaryote,3.06E-05,611.0414495
NZ_CP024160.1,prokaryote,6.39E-05,1278.217063
NZ_CP024161.1,prokaryote,8.03E-05,1606.8127
NZ_CP024162.1,prokaryote,8.75E-06,175.0587159
NZ_CP024163.1,prokaryote,1.82E-06,36.387363
NZ_CP024165.1,prokaryote,9.56E-06,191.2555299
NZ_CP024168.1,prokaryote,4.20E-06,84.09030841
NZ_CP024169.1,prokaryote,4.44E-06,88.74966586
NZ_CP024191.1,prokaryote,1.59E-06,31.72800555
NZ_CP024199.1,prokaryote,0.000136797,2735.930324
NZ_CP024201.1,prokaryote,5.65E-05,1130.448869
NZ_CP024203.1,prokaryote,1.81E-05,361.2111401
NZ_CP024204.1,prokaryote,4.18E-05,836.9093491
NZ_CP024205.1,prokaryote,3.16E-05,632.5632434
NZ_CP024223.1,prokaryote,1.17E-05,234.7428662
NZ_CP024228.1,prokaryote,3.67E-06,73.4403485
NZ_CP024232.1,prokaryote,3.61E-06,72.10910351
NZ_CP024239.1,prokaryote,9.05E-06,181.0493184
NZ_CP024240.1,prokaryote,1.05E-05,209.0054631
NZ_CP024243.1,prokaryote,4.49E-06,89.85903669
NZ_CP024245.1,prokaryote,3.78E-06,75.65909015
NZ_CP024256.1,prokaryote,9.80E-06,195.9148874
NZ_CP024257.1,prokaryote,4.17E-06,83.42468591
NZ_CP024260.1,prokaryote,4.10E-06,82.09344092
NZ_CP024263.1,prokaryote,1.36E-05,272.4614742
NZ_CP024269.1,prokaryote,1.33E-05,265.3615009
NZ_CP024273.1,prokaryote,8.83E-06,176.6118351
NZ_CP024275.1,prokaryote,3.10E-06,61.90289194
NZ_CP024278.1,prokaryote,1.12E-05,224.5366546
NZ_CP024282.1,prokaryote,3.94E-05,787.4314104
NZ_CP024289.1,prokaryote,8.94E-06,178.8305767
NZ_CP024315.1,prokaryote,5.53E-05,1106.264585
NZ_CP024316.1,prokaryote,3.30E-05,659.1881432
NZ_CP024333.1,prokaryote,3.22E-05,644.9881967
NZ_CP024351.1,prokaryote,3.20E-05,640.9944617
NZ_CP024371.1,prokaryote,3.19E-05,638.5538459
NZ_CP024390.1,prokaryote,3.21E-05,642.1038325
NZ_CP024411.1,prokaryote,5.57E-05,1114.030181
NZ_CP024413.1,prokaryote,9.44E-06,188.8149141
NZ_CP024418.1,prokaryote,1.65E-05,330.8143795
NZ_CP024420.1,prokaryote,2.60E-06,51.91855453
NZ_CP024421.1,prokaryote,1.28E-06,25.51552894
NZ_CP024422.1,prokaryote,4.99E-05,997.7681185
NZ_CP024451.1,prokaryote,2.95E-05,590.6290263
NZ_CP024453.1,prokaryote,2.76E-05,552.9104183
NZ_CP024455.1,prokaryote,2.86E-05,572.4353448
NZ_CP024457.1,prokaryote,1.53E-06,30.61863472
NZ_CP024458.1,prokaryote,3.82E-06,76.32471264
NZ_CP024477.1,prokaryote,8.73E-06,174.6149676
NZ_CP024478.1,prokaryote,7.78E-05,1555.11602
NZ_CP024482.1,prokaryote,5.59E-06,111.824579
NZ_CP024489.1,prokaryote,7.39E-06,147.7681937
NZ_CP024496.1,prokaryote,4.99E-06,99.8433741
NZ_CP024499.1,prokaryote,0.00010143,2028.595487
NZ_CP024504.1,prokaryote,4.13E-06,82.53718925
NZ_CP024515.1,prokaryote,3.88E-06,77.65595763
NZ_CP024521.1,prokaryote,1.72E-06,34.39049552
NZ_CP024528.1,prokaryote,1.83E-06,36.60923717
NZ_CP024535.1,prokaryote,1.55E-06,31.06238305
NZ_CP024542.1,prokaryote,3.01E-06,60.12789862
NZ_CP024545.1,prokaryote,3.59E-06,71.88722935
NZ_CP024548.1,prokaryote,5.29E-06,105.8339765
NZ_CP024549.1,prokaryote,2.40E-06,47.92481957
NZ_CP024556.1,prokaryote,1.33E-06,26.62489976
NZ_CP024563.1,prokaryote,1.93E-06,38.60610465
NZ_CP024570.1,prokaryote,2.17E-06,43.48733627
NZ_CP024576.1,prokaryote,1.06E-05,212.3335756
NZ_CP024588.1,prokaryote,3.79E-05,758.587769
NZ_CP024591.1,prokaryote,4.29E-05,857.9873947
NZ_CP024592.1,prokaryote,4.15E-05,830.4749983
NZ_CP024593.1,prokaryote,4.05E-05,809.3969527
NZ_CP024594.1,prokaryote,3.30E-05,659.1881432
NZ_CP024595.1,prokaryote,3.59E-05,717.9847968
NZ_CP024596.1,prokaryote,3.74E-05,747.0503124
NZ_CP024597.1,prokaryote,7.17E-05,1434.416475
NZ_CP024598.1,prokaryote,3.94E-05,788.0970329
NZ_CP024599.1,prokaryote,3.69E-05,737.2878492
NZ_CP024600.1,prokaryote,5.61E-05,1122.017651
NZ_CP024601.1,prokaryote,6.12E-05,1223.857892
NZ_CP024608.1,prokaryote,0.000111359,2227.172865
NZ_CP024610.1,prokaryote,0.000108607,2172.148072
NZ_CP024611.1,prokaryote,7.27E-06,145.3275779
NZ_CP024612.1,prokaryote,9.29E-06,185.7086758
NZ_CP024613.1,prokaryote,7.20E-06,143.9963329
NZ_CP024619.1,prokaryote,2.78E-06,55.69041533
NZ_CP024620.1,prokaryote,0.000114653,2293.069492
NZ_CP024632.1,prokaryote,0.000129774,2595.483978
NZ_CP024635.1,prokaryote,4.71E-05,942.9651998
NZ_CP024644.1,prokaryote,6.46E-05,1291.307638
NZ_CP024645.1,prokaryote,3.35E-05,669.8381031
NZ_CP024647.1,prokaryote,1.28E-05,255.1552894
NZ_CP024650.2,prokaryote,5.51E-06,110.2714598
NZ_CP024653.1,prokaryote,1.50E-06,29.95301223
NZ_CP024654.1,prokaryote,8.76E-07,17.52805901
NZ_CP024696.1,prokaryote,0.001513137,30262.74856
NZ_CP024697.1,prokaryote,0.000194273,3885.460372
NZ_CP024698.1,prokaryote,0.000103216,2064.317228
NZ_CP024699.1,prokaryote,0.000136319,2726.389735
NZ_CP024700.1,prokaryote,0.000144052,2881.036028
NZ_CP024701.1,prokaryote,0.000118736,2374.719184
NZ_CP024702.1,prokaryote,9.86E-05,1971.795701
NZ_CP024703.1,prokaryote,0.000133102,2662.046228
NZ_CP024704.1,prokaryote,0.000159161,3183.22864
NZ_CP024705.1,prokaryote,8.81E-05,1761.015245
NZ_CP024712.1,prokaryote,3.04E-05,608.6008337
NZ_CP024715.1,prokaryote,1.70E-06,33.94674719
NZ_CP024716.1,prokaryote,8.87E-07,17.74993317
NZ_CP024717.1,prokaryote,3.76E-06,75.21534182
NZ_CP024720.1,prokaryote,3.97E-06,79.43095095
NZ_CP024723.1,prokaryote,9.97E-05,1993.539369
NZ_CP024724.1,prokaryote,0.000108208,2164.160602
NZ_CP024725.1,prokaryote,9.33E-05,1866.183599
NZ_CP024726.1,prokaryote,0.000126879,2537.574821
NZ_CP024727.1,prokaryote,9.10E-05,1819.146276
NZ_CP024728.1,prokaryote,0.001362507,27250.14116
NZ_CP024729.1,prokaryote,0.000168547,3370.934184
NZ_CP024730.1,prokaryote,1.07E-05,214.3304431
NZ_CP024731.1,prokaryote,0.000145605,2912.098411
NZ_CP024732.1,prokaryote,0.00011644,2328.791232
NZ_CP024733.1,prokaryote,0.001211744,24234.87126
NZ_CP024734.1,prokaryote,0.000172518,3450.365135
NZ_CP024735.1,prokaryote,1.09E-05,218.5460522
NZ_CP024749.1,prokaryote,0.000138083,2761.667728
NZ_CP024780.1,prokaryote,9.66E-05,1932.080226
NZ_CP024797.1,prokaryote,1.81E-05,362.9861334
NZ_CP024809.1,prokaryote,8.47E-05,1693.121751
NZ_CP024911.1,prokaryote,1.42E-05,284.4426791
NZ_CP024923.1,prokaryote,6.13E-05,1226.742256
NZ_CP024930.1,prokaryote,4.79E-05,957.1651463
NZ_CP024933.1,prokaryote,5.34E-05,1068.545977
NZ_CP024955.1,prokaryote,6.76E-05,1352.766782
NZ_CP024970.1,prokaryote,9.97E-05,1993.317495
NZ_CP024974.1,prokaryote,9.29E-05,1858.639877
NZ_CP025011.1,prokaryote,5.41E-05,1082.524049
NZ_CP025012.1,prokaryote,4.83E-05,965.8182388
NZ_CP025023.1,prokaryote,0.000194961,3899.21657
NZ_CP025031.1,prokaryote,9.47E-05,1893.695995
NZ_CP025034.1,prokaryote,5.23E-05,1045.471064
NZ_CP025043.1,prokaryote,0.000110937,2218.741647
NZ_CP025077.1,prokaryote,2.89E-05,577.5384506
NZ_CP025082.1,prokaryote,6.26E-06,125.1370289
NZ_CP025140.1,prokaryote,4.50E-06,90.08091085
NZ_CP025143.1,prokaryote,4.20E-06,84.09030841
NZ_CP025146.1,prokaryote,3.79E-06,75.88096431
NZ_CP025197.1,prokaryote,0.000297988,5959.761937
NZ_CP025256.1,prokaryote,2.66E-05,532.4979952
NZ_CP025257.1,prokaryote,9.33E-05,1866.405473
NZ_CP025258.1,prokaryote,1.44E-05,288.4364141
NZ_CP025259.1,prokaryote,6.50E-06,130.0182605
NZ_CP025264.1,prokaryote,5.61E-06,112.2683273
NZ_CP025265.1,prokaryote,2.06E-06,41.26859463
NZ_CP025266.1,prokaryote,6.70E-06,134.0119955
NZ_CP025268.1,prokaryote,2.26E-06,45.26232959
NZ_CP025281.1,prokaryote,2.37E-05,473.7013415
NZ_CP025299.1,prokaryote,2.80E-05,560.4541399
NZ_CP025308.1,prokaryote,1.81E-05,361.6548884
NZ_CP025309.1,prokaryote,5.79E-05,1158.18314
NZ_CP025318.1,prokaryote,8.32E-06,166.4056235
NZ_CP025328.1,prokaryote,7.43E-06,148.6556903
NZ_CP025396.1,prokaryote,8.40E-05,1680.696797
NZ_CP025407.1,prokaryote,5.93E-05,1186.361158
NZ_CP025408.1,prokaryote,7.29E-05,1457.491388
NZ_CP025495.1,prokaryote,3.31E-06,66.11850107
NZ_CP025500.1,prokaryote,6.02E-05,1203.889217
NZ_CP025536.1,prokaryote,0.000136397,2727.942854
NZ_CP025537.1,prokaryote,6.49E-05,1297.520115
NZ_CP025538.1,prokaryote,3.32E-05,663.8475007
NZ_CP025593.1,prokaryote,8.65E-07,17.30618484
NZ_CP025594.1,prokaryote,5.77E-07,11.53745656
NZ_CP025595.1,prokaryote,7.32E-07,14.64369487
NZ_CP025596.1,prokaryote,7.99E-07,15.97493986
NZ_CP025597.1,prokaryote,8.43E-07,16.86243651
NZ_CP025598.1,prokaryote,8.99E-07,17.97180734
NZ_CP025599.1,prokaryote,7.99E-07,15.97493986
NZ_CP025601.1,prokaryote,8.65E-07,17.30618484
NZ_CP025602.1,prokaryote,5.77E-07,11.53745656
NZ_CP025603.1,prokaryote,8.65E-07,17.30618484
NZ_CP025604.1,prokaryote,7.77E-07,15.53119153
NZ_CP025605.1,prokaryote,7.88E-07,15.75306569
NZ_CP025606.1,prokaryote,5.32E-07,10.6499599
NZ_CP025607.1,prokaryote,1.14E-06,22.85303896
NZ_CP025608.1,prokaryote,7.99E-07,15.97493986
NZ_CP025627.1,prokaryote,2.20E-06,43.9310846
NZ_CP025749.1,prokaryote,0.00011046,2209.201058
NZ_CP025750.1,prokaryote,2.18E-05,436.4264819
NZ_CP025753.1,prokaryote,3.38E-06,67.67162022
NZ_CP025800.1,prokaryote,6.73E-05,1345.888683
NZ_CP025839.1,prokaryote,8.87E-05,1774.771443
NZ_CP025933.1,prokaryote,5.95E-05,1190.354893
NZ_CP025950.1,prokaryote,3.16E-06,63.23413693
NZ_CP025957.1,prokaryote,0.000198888,3977.760024
NZ_CP025963.1,prokaryote,3.37E-06,67.44974606
NZ_CP025985.1,prokaryote,1.19E-05,237.8491045
NZ_CP025991.1,prokaryote,2.83E-05,566.6666165
NZ_CP026044.1,prokaryote,3.93E-05,786.5439137
NZ_CP026045.1,prokaryote,7.75E-05,1549.79104
NZ_CP026046.1,prokaryote,6.31E-05,1262.463997
NZ_CP026050.1,prokaryote,2.37E-05,474.1450899
NZ_CP026051.1,prokaryote,3.52E-05,703.341102
NZ_CP026062.1,prokaryote,5.00E-05,1000.208734
NZ_CP026063.1,prokaryote,3.68E-06,73.66222267
NZ_CP026066.1,prokaryote,1.05E-05,209.4492114
NZ_CP026067.1,prokaryote,9.88E-06,197.6898807
NZ_CP026068.1,prokaryote,3.89E-06,77.8778318
NZ_CP026069.1,prokaryote,3.71E-06,74.105971
NZ_CP026070.1,prokaryote,3.19E-06,63.89975942
NZ_CP026071.1,prokaryote,1.22E-05,244.0615811
NZ_CP026072.1,prokaryote,1.00E-05,200.796119
NZ_CP026073.1,prokaryote,4.49E-06,89.85903669
NZ_CP026076.1,prokaryote,3.90E-06,78.09970596
NZ_CP026079.1,prokaryote,4.15E-06,82.98093758
NZ_CP026094.1,prokaryote,7.06E-05,1412.672806
NZ_CP026327.1,prokaryote,8.83E-06,176.6118351
NZ_CP026332.1,prokaryote,4.02E-05,804.2938469
NZ_CP026341.1,prokaryote,5.68E-05,1136.439471
NZ_CP026342.1,prokaryote,9.32E-07,18.63742983
NZ_CP026343.1,prokaryote,1.24E-06,24.84990644
NZ_CP026344.1,prokaryote,1.59E-06,31.72800555
NZ_CP026345.1,prokaryote,1.68E-06,33.50299886
NZ_CP026346.1,prokaryote,1.50E-06,29.95301223
NZ_CP026347.1,prokaryote,1.49E-06,29.73113806
NZ_CP026348.1,prokaryote,1.31E-06,26.18115143
NZ_CP026349.1,prokaryote,1.46E-06,29.28738974
NZ_CP026350.1,prokaryote,1.32E-06,26.40302559
NZ_CP026351.1,prokaryote,1.31E-06,26.18115143
NZ_CP026352.1,prokaryote,1.66E-06,33.2811247
NZ_CP026353.1,prokaryote,1.45E-06,29.06551557
NZ_CP026354.1,prokaryote,1.62E-06,32.39362804
NZ_CP026355.1,prokaryote,1.56E-06,31.28425722
NZ_CP026356.1,prokaryote,1.52E-06,30.39676056
NZ_CP026357.1,prokaryote,1.50E-06,29.95301223
NZ_CP026358.1,prokaryote,1.55E-06,31.06238305
NZ_CP026359.1,prokaryote,1.93E-06,38.60610465
NZ_CP026360.1,prokaryote,1.42E-06,28.39989308
NZ_CP026361.1,prokaryote,1.23E-06,24.62803228
NZ_CP026374.1,prokaryote,2.30E-06,45.92795208
NZ_CP026377.1,prokaryote,0.000103693,2073.857817
NZ_CP026378.1,prokaryote,0.000104891,2097.820227
NZ_CP026381.1,prokaryote,4.86E-05,971.1432187
NZ_CP026473.1,prokaryote,3.59E-06,71.88722935
NZ_CP026491.1,prokaryote,4.79E-06,95.84963913
NZ_CP026499.1,prokaryote,2.30E-06,45.92795208
NZ_CP026500.1,prokaryote,2.12E-06,42.37796545
NZ_CP026501.1,prokaryote,2.15E-06,43.04358794
NZ_CP026514.1,prokaryote,7.04E-05,1407.125952
NZ_CP026515.1,prokaryote,1.07E-05,214.1085689
NZ_CP026516.1,prokaryote,3.49E-05,697.7942479
NZ_CP026524.1,prokaryote,2.39E-06,47.7029454
NZ_CP026558.1,prokaryote,5.02E-05,1004.202469
NZ_CP026562.1,prokaryote,5.02E-05,1003.093098
NZ_CP026568.1,prokaryote,6.69E-05,1338.566835
NZ_CP026585.1,prokaryote,2.15E-06,43.04358794
NZ_CP026673.1,prokaryote,3.08E-05,616.5883036
NZ_CP026850.1,prokaryote,2.22E-05,443.9702035
NZ_CP026953.1,prokaryote,3.98E-06,79.65282511
NZ_CP026957.1,prokaryote,4.94E-06,98.73400327
NZ_CP026958.1,prokaryote,4.29E-06,85.86530172
NZ_CP026961.1,prokaryote,4.70E-06,94.07464582
NZ_CP026962.1,prokaryote,4.03E-06,80.54032177
NZ_CP026964.1,prokaryote,5.23E-06,104.5027316
NZ_CP026968.1,prokaryote,4.63E-06,92.52152666
NZ_CP026975.1,prokaryote,2.66E-05,531.3886244
NZ_CP026976.1,prokaryote,1.16E-06,23.29678729
NZ_CP027001.1,prokaryote,4.23E-05,845.3405674
NZ_CP027062.1,prokaryote,0.000182014,3640.28942
NZ_CP027064.1,prokaryote,2.16E-05,431.3233761
NZ_CP027068.1,prokaryote,1.93E-06,38.60610465
NZ_CP027229.1,prokaryote,0.000235131,4702.62292
NZ_CP027231.1,prokaryote,0.01090942,218188.391
NZ_CP027232.1,prokaryote,0.000191477,3829.548082
NZ_CP027234.1,prokaryote,0.014955073,299101.4614
NZ_CP027235.1,prokaryote,0.000115985,2319.694392
NZ_CP027236.1,prokaryote,2.78E-05,555.5729083
NZ_CP027238.1,prokaryote,2.71E-05,541.1510876
NZ_CP027241.1,prokaryote,0.00032509,6501.800521
NZ_CP027242.1,prokaryote,0.000128665,2573.296562
NZ_HG738868.1,prokaryote,2.07E-05,413.7953171
NZ_LT009690.1,prokaryote,5.27E-06,105.3902282
NZ_LT158599.1,prokaryote,4.99E-05,997.7681185
NZ_LT220504.1,prokaryote,3.86E-05,771.9002188
NZ_LT222319.1,prokaryote,5.76E-05,1152.636285
NZ_LT545678.1,prokaryote,2.76E-05,552.6885442
NZ_LT546645.1,prokaryote,7.69E-05,1538.253584
NZ_LT549889.1,prokaryote,5.36E-05,1071.430341
NZ_LT549890.1,prokaryote,0.000218402,4368.03668
NZ_LT549891.1,prokaryote,4.22E-05,844.2311965
NZ_LT571436.1,prokaryote,0.000113666,2273.322691
NZ_LT571437.1,prokaryote,1.81E-05,362.5423851
NZ_LT571449.1,prokaryote,5.50E-05,1100.052108
NZ_LT575468.1,prokaryote,8.82E-05,1763.233987
NZ_LT576032.1,prokaryote,6.43E-06,128.6870155
NZ_LT576033.1,prokaryote,5.47E-06,109.3839632
NZ_LT576034.1,prokaryote,4.89E-06,97.84650661
NZ_LT576038.1,prokaryote,5.56E-06,111.1589565
NZ_LT576042.1,prokaryote,7.97E-06,159.3056502
NZ_LT576787.1,prokaryote,5.98E-06,119.5901748
NZ_LT578417.1,prokaryote,4.00E-05,799.4126153
NZ_LT578418.1,prokaryote,0.000125048,2500.965584
NZ_LT593929.1,prokaryote,4.32E-06,86.30905005
NZ_LT594095.1,prokaryote,1.09E-05,218.5460522
NZ_LT594522.1,prokaryote,3.60E-05,719.0941677
NZ_LT596221.1,prokaryote,4.42E-05,883.2810495
NZ_LT598657.1,prokaryote,8.75E-06,175.0587159
NZ_LT598663.1,prokaryote,4.06E-05,811.3938202
NZ_LT598688.1,prokaryote,4.18E-06,83.64656008
NZ_LT599049.1,prokaryote,5.34E-05,1067.214732
NZ_LT599498.1,prokaryote,6.05E-06,120.9214197
NZ_LT601384.1,prokaryote,4.16E-06,83.20281175
NZ_LT603683.1,prokaryote,0.000140724,2814.473779
NZ_LT604072.1,prokaryote,4.04E-05,808.2875819
NZ_LT604074.1,prokaryote,0.000112723,2254.463387
NZ_LT604076.1,prokaryote,1.54E-05,308.4050889
NZ_LT604998.1,prokaryote,5.81E-06,116.2620623
NZ_LT605059.1,prokaryote,3.02E-05,603.4977279
NZ_LT605205.1,prokaryote,0.000692159,13843.17288
NZ_LT605585.1,prokaryote,1.59E-05,317.5019296
NZ_LT605586.1,prokaryote,1.04E-05,207.0085956
NZ_LT607756.1,prokaryote,0.000152993,3059.866605
NZ_LT608328.1,prokaryote,0.000553277,11065.53021
NZ_LT608329.1,prokaryote,9.30E-05,1859.527374
NZ_LT608330.1,prokaryote,4.27E-06,85.42155339
NZ_LT615218.1,prokaryote,7.94E-06,158.8619019
NZ_LT615377.1,prokaryote,1.62E-06,32.39362804
NZ_LT615378.1,prokaryote,1.76E-06,35.27799218
NZ_LT618783.1,prokaryote,4.94E-06,98.73400327
NZ_LT618784.1,prokaryote,3.99E-07,7.987469928
NZ_LT622246.1,prokaryote,0.073031057,1460621.145
NZ_LT629973.1,prokaryote,0.00013977,2795.392601
NZ_LT630287.1,prokaryote,0.000141023,2820.464381
NZ_LT630450.1,prokaryote,9.41E-05,1881.71479
NZ_LT632322.1,prokaryote,0.000144984,2899.673458
NZ_LT632614.1,prokaryote,1.63E-05,325.7112737
NZ_LT632615.1,prokaryote,2.63E-05,526.9511411
NZ_LT632616.1,prokaryote,1.05E-05,210.7804564
NZ_LT632617.1,prokaryote,2.19E-05,437.3139785
NZ_LT635455.1,prokaryote,5.70E-05,1139.54571
NZ_LT635456.1,prokaryote,9.16E-06,183.26806
NZ_LT635457.1,prokaryote,3.74E-05,747.4940607
NZ_LT635458.1,prokaryote,9.05E-06,181.0493184
NZ_LT635459.1,prokaryote,8.93E-06,178.6087026
NZ_LT635460.1,prokaryote,8.24E-06,164.8525043
NZ_LT635471.1,prokaryote,8.94E-06,178.8305767
NZ_LT635472.1,prokaryote,8.97E-06,179.4961992
NZ_LT635473.1,prokaryote,8.55E-06,171.064981
NZ_LT635474.1,prokaryote,1.00E-05,200.3523707
NZ_LT635475.1,prokaryote,0.000123795,2475.893803
NZ_LT635476.1,prokaryote,1.01E-05,201.4617415
NZ_LT635477.1,prokaryote,8.96E-06,179.274325
NZ_LT635478.1,prokaryote,9.83E-06,196.5805099
NZ_LT635479.1,prokaryote,0.001127886,22557.72445
NZ_LT635480.1,prokaryote,9.58E-05,1915.439664
NZ_LT635772.1,prokaryote,0.000198322,3966.444442
NZ_LT635893.1,prokaryote,6.38E-05,1275.998321
NZ_LT667500.1,prokaryote,6.84E-05,1367.854225
NZ_LT667503.1,prokaryote,6.42E-05,1283.985791
NZ_LT670851.1,prokaryote,6.93E-05,1386.491655
NZ_LT671418.1,prokaryote,0.000122308,2446.162665
NZ_LT671859.1,prokaryote,3.76E-06,75.21534182
NZ_LT673656.1,prokaryote,6.68E-06,133.5682471
NZ_LT700187.1,prokaryote,0.00033036,6607.190749
NZ_LT700188.1,prokaryote,0.011764889,235297.7735
NZ_LT703505.1,prokaryote,9.07E-06,181.4930667
NZ_LT706985.1,prokaryote,9.92E-05,1984.442529
NZ_LT714196.1,prokaryote,2.54E-05,507.6480887
NZ_LT719092.1,prokaryote,8.46E-05,1692.01238
NZ_LT795114.1,prokaryote,2.61E-06,52.14042869
NZ_LT799838.1,prokaryote,0.000205855,4117.096999
NZ_LT799839.1,prokaryote,0.000177355,3547.10227
NZ_LT821227.1,prokaryote,6.95E-05,1390.707264
NZ_LT821323.1,prokaryote,5.65E-05,1130.226995
NZ_LT827010.1,prokaryote,4.54E-05,907.6872076
NZ_LT827128.1,prokaryote,7.42E-05,1483.228791
NZ_LT828648.1,prokaryote,8.15E-05,1630.331362
NZ_LT837687.1,prokaryote,8.80E-06,175.9462126
NZ_LT838196.1,prokaryote,3.57E-06,71.44348102
NZ_LT838273.1,prokaryote,1.02E-05,204.1242315
NZ_LT853880.1,prokaryote,1.41E-05,282.4458116
NZ_LT853882.1,prokaryote,1.45E-05,289.5457849
NZ_LT853885.1,prokaryote,1.40E-05,280.0051958
NZ_LT854705.1,prokaryote,6.64E-05,1328.804372
NZ_LT855376.1,prokaryote,2.36E-06,47.25919707
NZ_LT855380.1,prokaryote,0.000109761,2195.222985
NZ_LT859958.1,prokaryote,8.18E-05,1635.434468
NZ_LT859959.1,prokaryote,0.000108263,2165.269973
NZ_LT882486.1,prokaryote,2.46E-06,49.25606455
NZ_LT883143.1,prokaryote,6.39E-06,127.7995188
NZ_LT883153.1,prokaryote,2.23E-06,44.5967071
NZ_LT897836.1,prokaryote,8.34E-05,1668.04997
NZ_LT899436.1,prokaryote,0.000497542,9950.834411
NZ_LT899687.1,prokaryote,1.62E-05,323.7144062
NZ_LT900021.1,prokaryote,4.95E-05,989.1150261
NZ_LT900217.1,prokaryote,6.89E-05,1377.17294
NZ_LT900338.1,prokaryote,4.99E-05,997.102496
NZ_LT903847.1,prokaryote,1.34E-05,267.5802426
NZ_LT904777.1,prokaryote,2.52E-06,50.36543538
NZ_LT904852.1,prokaryote,2.31E-06,46.14982625
NZ_LT904854.1,prokaryote,2.72E-06,54.35917034
NZ_LT904867.1,prokaryote,4.10E-06,82.09344092
NZ_LT904868.1,prokaryote,2.80E-06,55.91228949
NZ_LT904869.1,prokaryote,2.39E-06,47.7029454
NZ_LT904870.1,prokaryote,2.92E-06,58.35290531
NZ_LT904871.1,prokaryote,2.34E-06,46.81544874
NZ_LT904872.1,prokaryote,2.07E-06,41.49046879
NZ_LT904875.1,prokaryote,2.37E-06,47.48107124
NZ_LT904876.1,prokaryote,2.67E-06,53.47167368
NZ_LT904877.1,prokaryote,2.35E-06,47.03732291
NZ_LT904878.1,prokaryote,2.01E-06,40.1592238
NZ_LT904881.1,prokaryote,2.39E-06,47.7029454
NZ_LT904882.1,prokaryote,2.98E-06,59.68415029
NZ_LT904883.1,prokaryote,2.21E-06,44.15295877
NZ_LT904884.1,prokaryote,2.27E-06,45.48420376
NZ_LT904886.1,prokaryote,1.87E-06,37.49673383
NZ_LT904887.1,prokaryote,2.34E-06,46.81544874
NZ_LT904888.1,prokaryote,2.42E-06,48.3685679
NZ_LT904890.1,prokaryote,2.55E-06,51.03105787
NZ_LT904891.1,prokaryote,2.12E-06,42.37796545
NZ_LT904893.1,prokaryote,2.00E-06,39.93734964
NZ_LT904894.1,prokaryote,2.15E-06,43.04358794
NZ_LT905062.1,prokaryote,3.38E-06,67.67162022
NZ_LT905063.1,prokaryote,2.45E-06,49.03419039
NZ_LT905064.1,prokaryote,1.91E-06,38.16235632
NZ_LT905088.1,prokaryote,2.60E-06,51.91855453
NZ_LT905090.1,prokaryote,2.72E-06,54.35917034
NZ_LT905139.1,prokaryote,2.14E-06,42.82171378
NZ_LT905140.1,prokaryote,2.83E-06,56.57791199
NZ_LT905142.1,prokaryote,2.07E-06,41.49046879
NZ_LT905143.1,prokaryote,2.33E-06,46.59357458
NZ_LT906434.1,prokaryote,9.69E-05,1938.736451
NZ_LT906435.1,prokaryote,8.47E-05,1693.121751
NZ_LT906436.1,prokaryote,5.20E-06,104.0589832
NZ_LT906437.1,prokaryote,8.20E-06,163.9650077
NZ_LT906438.1,prokaryote,0.000110571,2211.419799
NZ_LT906439.1,prokaryote,0.000115441,2308.822557
NZ_LT906440.1,prokaryote,8.10E-06,161.9681402
NZ_LT906441.1,prokaryote,3.22E-05,644.3225742
NZ_LT906442.1,prokaryote,0.000188205,3764.095203
NZ_LT906443.1,prokaryote,2.76E-05,551.8010475
NZ_LT906444.1,prokaryote,0.000156044,3120.882
NZ_LT906445.1,prokaryote,0.00012476,2495.196856
NZ_LT906446.1,prokaryote,0.000210869,4217.384122
NZ_LT906447.1,prokaryote,0.000164708,3294.165723
NZ_LT906448.1,prokaryote,0.000150242,3004.841812
NZ_LT906449.1,prokaryote,0.000101918,2038.357951
NZ_LT906450.1,prokaryote,4.46E-05,892.1560161
NZ_LT906451.1,prokaryote,0.000134411,2688.227379
NZ_LT906452.1,prokaryote,2.53E-05,505.4293471
NZ_LT906453.1,prokaryote,4.73E-05,945.6276898
NZ_LT906454.1,prokaryote,0.000125292,2505.846816
NZ_LT906455.1,prokaryote,0.000284731,5694.62231
NZ_LT906456.1,prokaryote,0.000111791,2235.825957
NZ_LT906457.1,prokaryote,0.000168147,3362.946714
NZ_LT906458.1,prokaryote,2.03E-05,406.917218
NZ_LT906459.1,prokaryote,0.008384769,167695.378
NZ_LT906460.1,prokaryote,0.000173461,3469.224439
NZ_LT906461.1,prokaryote,2.89E-05,578.8696956
NZ_LT906462.1,prokaryote,0.00019942,3988.409984
NZ_LT906463.1,prokaryote,0.0001557,3114.003901
NZ_LT906464.1,prokaryote,0.000134245,2684.899267
NZ_LT906465.1,prokaryote,0.000264197,5283.933231
NZ_LT906466.1,prokaryote,0.000108774,2175.476184
NZ_LT906467.1,prokaryote,4.45E-05,889.4935261
