NCBI accession number,name of host,genus,family,order,class,phylum,domain
CAAH02,Tropheryma whipplei str. Endo32,Tropheryma,,Micrococcales,Actinobacteria,Actinobacteria,Bacteria
NC_020245.2,Mycobacterium bovis BCG str. Korea 1168P,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
NC_022350.1,Mycobacterium tuberculosis str. Haarlem,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
NZ_AP012555.1,Mycobacterium avium subsp. hominissuis TH135,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
CAAO02,Tropheryma whipplei str. Slow2,Tropheryma,,Micrococcales,Actinobacteria,Actinobacteria,Bacteria
NC_021486.1,Streptococcus agalactiae ILRI005,Streptococcus,Streptococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria
NC_021877.1,Burkholderia pseudomallei MSHR305,Burkholderia,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria
AQPJ01,Vibrio parahaemolyticus v110,Vibrio,Vibrionaceae,Vibrionales,Gammaproteobacteria,Proteobacteria,Bacteria
AWUV01,Porphyromonas gingivalis F0569,Porphyromonas,Porphyromonadaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria
AQJZ01,Brucella canis CNGB 513,Brucella,Brucellaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria
CBQO01,Ruminiclostridium thermocellum BC1,Ruminiclostridium,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria
CP004846.1,Alteromonas macleodii str. 'English Channel 615',Alteromonas,Alteromonadaceae,Alteromonadales,Gammaproteobacteria,Proteobacteria,Bacteria
NZ_CM001824.1,Stenotrophomonas maltophilia EPM1,Stenotrophomonas,Xanthomonadaceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
NC_020528.1,Sinorhizobium meliloti 2011,Sinorhizobium,Rhizobiaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria
NC_020387.1,Dehalococcoides mccartyi BTF08,Dehalococcoides,Dehalococcoidaceae,Dehalococcoidales,Dehalococcoidia,Chloroflexi,Bacteria
CBLS01,Lactobacillus acidophilus DSM 9126,Lactobacillus,Lactobacillaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria
NC_021883.1,Mannheimia haemolytica USMARC_2286,Mannheimia,Pasteurellaceae,Pasteurellales,Gammaproteobacteria,Proteobacteria,Bacteria
NC_022132.1,Campylobacter coli 76339,Campylobacter,Campylobacteraceae,Campylobacterales,Epsilonproteobacteria,Proteobacteria,Bacteria
CAOX01,Erwinia amylovora Ea356,Erwinia,Enterobacteriaceae,Enterobacteriales,Gammaproteobacteria,Proteobacteria,Bacteria
NC_021894.1,Candidatus Carsonella ruddii DC,Candidatus Carsonella,Halomonadaceae,Oceanospirillales,Gammaproteobacteria,Proteobacteria,Bacteria
ATJH01,Gardnerella vaginalis JCP8151B,Gardnerella,Bifidobacteriaceae,Bifidobacteriales,Actinobacteria,Actinobacteria,Bacteria
AQKS01,Brucella sp. F5/06,Brucella,Brucellaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria
CBQW01,Kingella kingae AA105,Kingella,Neisseriaceae,Neisseriales,Betaproteobacteria,Proteobacteria,Bacteria
ATFB01,Aeromonas veronii Hm21,Aeromonas,Aeromonadaceae,Aeromonadales,Gammaproteobacteria,Proteobacteria,Bacteria
NC_022080.4,Geobacillus sp. JF8,Geobacillus,Bacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria
AYJG01,Enterobacter sp. MGH 24,Enterobacter,Enterobacteriaceae,Enterobacteriales,Gammaproteobacteria,Proteobacteria,Bacteria
ASUT01,Escherichia sp. KTE52,Escherichia,Enterobacteriaceae,Enterobacteriales,Gammaproteobacteria,Proteobacteria,Bacteria
ARGT01,Arthrobacter sp. 131MFCol6.1,Arthrobacter,Micrococcaceae,Micrococcales,Actinobacteria,Actinobacteria,Bacteria
NC_020510.1,Blattabacterium sp. (Panesthia angustipennis spadica) str. BPAA,Blattabacterium,Blattabacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidetes,Bacteria
AQPL01,Cupriavidus sp. WS,Cupriavidus,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria
NZ_CM002133.1,Streptococcus sp. HSISS2,Streptococcus,Streptococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria
AUES01,Bradyrhizobium sp. URHA0002,Bradyrhizobium,Bradyrhizobiaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria
ASVD01,Escherichia sp. KTE96,Escherichia,Enterobacteriaceae,Enterobacteriales,Gammaproteobacteria,Proteobacteria,Bacteria
AYJH01,Enterobacter sp. MGH 23,Enterobacter,Enterobacteriaceae,Enterobacteriales,Gammaproteobacteria,Proteobacteria,Bacteria
NZ_CM002311.1,Chlamydia pecorum VR629,Chlamydia,Chlamydiaceae,Chlamydiales,Chlamydiia,Chlamydiae,Bacteria
AYUJ01,Corynebacterium ulcerans NCTC 12077,Corynebacterium,Corynebacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
CBRB01,Kingella kingae BB016,Kingella,Neisseriaceae,Neisseriales,Betaproteobacteria,Proteobacteria,Bacteria
AQKT01,Brucella sp. F8/99,Brucella,Brucellaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria
AWWL01,Vibrio mimicus CAIM 1883,Vibrio,Vibrionaceae,Vibrionales,Gammaproteobacteria,Proteobacteria,Bacteria
CBSD02,Acinetobacter nosocomialis 28F,Acinetobacter,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
ATJI01,Gardnerella vaginalis JCP8151A,Gardnerella,Bifidobacteriaceae,Bifidobacteriales,Actinobacteria,Actinobacteria,Bacteria
ANAR01,Mycobacterium abscessus 9808,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
CAOY01,Erwinia amylovora Ea266,Erwinia,Enterobacteriaceae,Enterobacteriales,Gammaproteobacteria,Proteobacteria,Bacteria
AQIL01,Brucella ovis IntaBari-2001-319-5096,Brucella,Brucellaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria
CBLR01,Lactobacillus acidophilus CIRM-BIA 445,Lactobacillus,Lactobacillaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria
AGEA01,Treponema denticola SP37,Treponema,Spirochaetaceae,Spirochaetales,Spirochaetia,Spirochaetes,Bacteria
APBU01,Haemophilus parasuis SW114,Haemophilus,Pasteurellaceae,Pasteurellales,Gammaproteobacteria,Proteobacteria,Bacteria
NC_023045.1,Alteromonas macleodii str. 'Aegean Sea MED64',Alteromonas,Alteromonadaceae,Alteromonadales,Gammaproteobacteria,Proteobacteria,Bacteria
NC_020992.1,Rickettsia prowazekii str. NMRC Madrid E,Rickettsia,Rickettsiaceae,Rickettsiales,Alphaproteobacteria,Proteobacteria,Bacteria
AWUW01,Porphyromonas gingivalis F0570,Porphyromonas,Porphyromonadaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria
AVCT02000001,Lactobacillus fermentum 3872,Lactobacillus,Lactobacillaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria
CBUM01,Lactobacillus helveticus CIRM-BIA 103,Lactobacillus,Lactobacillaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria
CBTH01,Coxiella burnetii Cb185,Coxiella,Coxiellaceae,Legionellales,Gammaproteobacteria,Proteobacteria,Bacteria
ARHB01,Salinispora arenicola CNX481,Salinispora,Micromonosporaceae,Micromonosporales,Actinobacteria,Actinobacteria,Bacteria
AYSP01,Vibrio parahaemolyticus 10296,Vibrio,Vibrionaceae,Vibrionales,Gammaproteobacteria,Proteobacteria,Bacteria
NC_021721.1,Lactobacillus casei LOCK919,Lactobacillus,Lactobacillaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria
NC_022659.1,Burkholderia pseudomallei NCTC 13179,Burkholderia,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria
CAUP02,Tropheryma whipplei str. Dig7,Tropheryma,,Micrococcales,Actinobacteria,Actinobacteria,Bacteria
CAUQ02,Tropheryma whipplei str. Dig10,Tropheryma,,Micrococcales,Actinobacteria,Actinobacteria,Bacteria
NZ_CP004001.1,Burkholderia pseudomallei NCTC 13178,Burkholderia,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria
NZ_AP012544.1,Lactobacillus casei subsp. casei ATCC 393,Lactobacillus,Lactobacillaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria
AYXP01,Vibrio parahaemolyticus 12310,Vibrio,Vibrionaceae,Vibrionales,Gammaproteobacteria,Proteobacteria,Bacteria
ARHC01,Salinispora arenicola CNX814,Salinispora,Micromonosporaceae,Micromonosporales,Actinobacteria,Actinobacteria,Bacteria
NC_020244.1,Bacillus subtilis XF-1,Bacillus,Bacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria
CBUK01,Lactobacillus helveticus CIRM-BIA 951,Lactobacillus,Lactobacillaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria
AWVC01,Porphyromonas gingivalis F0185,Porphyromonas,Porphyromonadaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria
NC_020993.1,Rickettsia prowazekii str. Breinl,Rickettsia,Rickettsiaceae,Rickettsiales,Alphaproteobacteria,Proteobacteria,Bacteria
NC_021717.1,Alteromonas macleodii str. 'Ionian Sea U7',Alteromonas,Alteromonadaceae,Alteromonadales,Gammaproteobacteria,Proteobacteria,Bacteria
ARNB01,Stenotrophomonas maltophilia ATCC 19867,Stenotrophomonas,Xanthomonadaceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
APBV01,Haemophilus parasuis MN-H,Haemophilus,Pasteurellaceae,Pasteurellales,Gammaproteobacteria,Proteobacteria,Bacteria
HF677570.1,Acetobacter pasteurianus 386B,Acetobacter,Acetobacteraceae,Rhodospirillales,Alphaproteobacteria,Proteobacteria,Bacteria
NZ_CM002276.1,Pasteurella multocida subsp. multocida P1062,Pasteurella,Pasteurellaceae,Pasteurellales,Gammaproteobacteria,Proteobacteria,Bacteria
AGDZ01,Treponema denticola SP33,Treponema,Spirochaetaceae,Spirochaetales,Spirochaetia,Spirochaetes,Bacteria
NC_022777.1,Clostridium tetani 12124569,Clostridium,Clostridiaceae,Clostridiales,Clostridia,Firmicutes,Bacteria
CBLT01,Lactobacillus acidophilus DSM 20242,Lactobacillus,Lactobacillaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria
CAOZ01,Erwinia amylovora CFBP 2585,Erwinia,Enterobacteriaceae,Enterobacteriales,Gammaproteobacteria,Proteobacteria,Bacteria
CBVR01,Lactobacillus salivarius cp400,Lactobacillus,Lactobacillaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria
CAHZ01,Mycobacterium abscessus CF,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
ANAQ01,Bacillus coagulans H-1,Bacillus,Bacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria
ATJJ01,Gardnerella vaginalis JCP8108,Gardnerella,Bifidobacteriaceae,Bifidobacteriales,Actinobacteria,Actinobacteria,Bacteria
AQKU01,Brucella sp. F96/2,Brucella,Brucellaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria
CBRO02,Acinetobacter pittii 42F,Acinetobacter,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
AZMG01,Streptococcus parasanguinis DORA_23_24,Streptococcus,Streptococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria
CBQY01,Kingella kingae AA417,Kingella,Neisseriaceae,Neisseriales,Betaproteobacteria,Proteobacteria,Bacteria
APOO01,Acinetobacter sp. NIPH 973,Acinetobacter,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
AYJI01,Enterobacter sp. MGH 22,Enterobacter,Enterobacteriaceae,Enterobacteriales,Gammaproteobacteria,Proteobacteria,Bacteria
AXLS01,Corynebacterium sp. KPL1986,Corynebacterium,Corynebacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
ASVR01,Escherichia sp. KTE159,Escherichia,Enterobacteriaceae,Enterobacteriales,Gammaproteobacteria,Proteobacteria,Bacteria
AUEZ01,Bradyrhizobium sp. Ai1a-2,Bradyrhizobium,Bradyrhizobiaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria
NZ_CM002134.1,Streptococcus sp. HSISS4,Streptococcus,Streptococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria
AXCA01,Halomonas sp. PBN3,Halomonas,Halomonadaceae,Oceanospirillales,Gammaproteobacteria,Proteobacteria,Bacteria
AUJU01,Butyrivibrio sp. LC3010,Butyrivibrio,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria
AUJZ01,Butyrivibrio sp. WCD2001,Butyrivibrio,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria
AQYD01,Microbacterium sp. 292MF,Microbacterium,Microbacteriaceae,Micrococcales,Actinobacteria,Actinobacteria,Bacteria
ASVT01,Escherichia sp. KTE172,Escherichia,Enterobacteriaceae,Enterobacteriales,Gammaproteobacteria,Proteobacteria,Bacteria
AZME01,Staphylococcus sp. DORA_6_22,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
AYJO01,Enterobacter sp. MGH 16,Enterobacter,Enterobacteriaceae,Enterobacteriales,Gammaproteobacteria,Proteobacteria,Bacteria
CBRC01,Kingella kingae BB060,Kingella,Neisseriaceae,Neisseriales,Betaproteobacteria,Proteobacteria,Bacteria
AUJR01,[Clostridium] clostridioforme AGR2157,Lachnoclostridium,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria
AQKV01,Brucella sp. UK1/97,Brucella,Brucellaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria
ATJK01,Gardnerella vaginalis JCP8070,Gardnerella,Bifidobacteriaceae,Bifidobacteriales,Actinobacteria,Actinobacteria,Bacteria
ATCB01,Bifidobacterium breve HPH0326,Bifidobacterium,Bifidobacteriaceae,Bifidobacteriales,Actinobacteria,Actinobacteria,Bacteria
CAPA01,Erwinia amylovora 01SFR-BO,Erwinia,Enterobacteriaceae,Enterobacteriales,Gammaproteobacteria,Proteobacteria,Bacteria
AYKN01,Campylobacter coli K3,Campylobacter,Campylobacteraceae,Campylobacterales,Epsilonproteobacteria,Proteobacteria,Bacteria
NC_021085.1,Propionibacterium acnes HL096PA1,Propionibacterium,Propionibacteriaceae,Propionibacteriales,Actinobacteria,Actinobacteria,Bacteria
CBLP01,Lactobacillus acidophilus CIRM-BIA 442,Lactobacillus,Lactobacillaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria
APBW01,Haemophilus parasuis 12939,Haemophilus,Pasteurellaceae,Pasteurellales,Gammaproteobacteria,Proteobacteria,Bacteria
NC_021712.1,Alteromonas macleodii str. 'Ionian Sea U8',Alteromonas,Alteromonadaceae,Alteromonadales,Gammaproteobacteria,Proteobacteria,Bacteria
AWVD01,Porphyromonas gingivalis F0566,Porphyromonas,Porphyromonadaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria
CBUL01,Lactobacillus helveticus CIRM-BIA 104,Lactobacillus,Lactobacillaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria
NC_020507.1,Bacillus subtilis subsp. subtilis 6051-HGW,Bacillus,Bacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria
ARHD01,Salinispora arenicola CNY011,Salinispora,Micromonosporaceae,Micromonosporales,Actinobacteria,Actinobacteria,Bacteria
NC_020238.1,Bacillus thuringiensis serovar kurstaki str. HD73,Bacillus,Bacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria
NZ_CP004003.1,Burkholderia pseudomallei NAU20B-16,Burkholderia,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria
NC_022356.1,Haemophilus influenzae KR494,Haemophilus,Pasteurellaceae,Pasteurellales,Gammaproteobacteria,Proteobacteria,Bacteria
CAUS02,Tropheryma whipplei str. Endo27,Tropheryma,,Micrococcales,Actinobacteria,Actinobacteria,Bacteria
NC_022369.1,Lactococcus lactis subsp. cremoris KW2,Lactococcus,Streptococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria
AOAJ01,Staphylococcus epidermidis M0881,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
ATDB01,Staphylococcus epidermidis Scl22,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
NC_021829.1,Listeria monocytogenes J1816,Listeria,Listeriaceae,Bacillales,Bacilli,Firmicutes,Bacteria
CAUT02,Tropheryma whipplei str. Sali28,Tropheryma,,Micrococcales,Actinobacteria,Actinobacteria,Bacteria
NC_021491.1,Pseudomonas putida H8234,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
NC_020912.1,Pseudomonas aeruginosa B136-33,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
AWOP01,Burkholderia cenocepacia KC-01,Burkholderia,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria
NC_020376.1,Bacillus thuringiensis serovar thuringiensis str. IS5056,Bacillus,Bacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria
ARHE01,Salinispora arenicola CNY231,Salinispora,Micromonosporaceae,Micromonosporales,Actinobacteria,Actinobacteria,Bacteria
NC_020832.1,Bacillus subtilis subsp. subtilis str. BAB-1,Bacillus,Bacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria
AWVE01,Porphyromonas gingivalis W4087,Porphyromonas,Porphyromonadaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria
ARDP01,Rhizobium leguminosarum bv. viciae Vc2,Rhizobium,Rhizobiaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria
ANKQ01,Microcystis aeruginosa TAIHU98,Microcystis,,Chroococcales,,Cyanobacteria,Bacteria
NC_020410.1,Bacillus amyloliquefaciens subsp. plantarum UCMB5036,Bacillus,Bacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria
NC_021713.1,Alteromonas macleodii str. 'Ionian Sea UM7',Alteromonas,Alteromonadaceae,Alteromonadales,Gammaproteobacteria,Proteobacteria,Bacteria
AGDT01,Treponema denticola ATCC 33521,Treponema,Spirochaetaceae,Spirochaetales,Spirochaetia,Spirochaetes,Bacteria
AYKO01,Campylobacter coli K7,Campylobacter,Campylobacteraceae,Campylobacterales,Epsilonproteobacteria,Proteobacteria,Bacteria
CAPB01,Erwinia amylovora CFBP 1232,Erwinia,Enterobacteriaceae,Enterobacteriales,Gammaproteobacteria,Proteobacteria,Bacteria
AYIW01,Klebsiella oxytoca MGH 42,Klebsiella,Enterobacteriaceae,Enterobacteriales,Gammaproteobacteria,Proteobacteria,Bacteria
AJLB01,Cronobacter sakazakii ES713,Cronobacter,Enterobacteriaceae,Enterobacteriales,Gammaproteobacteria,Proteobacteria,Bacteria
AWSX01,Bifidobacterium breve JCP7499,Bifidobacterium,Bifidobacteriaceae,Bifidobacteriales,Actinobacteria,Actinobacteria,Bacteria
AVFH02,Lactobacillus crispatus 2029,Lactobacillus,Lactobacillaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria
ATJL01,Gardnerella vaginalis JCP8066,Gardnerella,Bifidobacteriaceae,Bifidobacteriales,Actinobacteria,Actinobacteria,Bacteria
AQKW01,Brucella sp. UK40/99,Brucella,Brucellaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria
CBRW01,Kingella kingae D2363,Kingella,Neisseriaceae,Neisseriales,Betaproteobacteria,Proteobacteria,Bacteria
ARHK01,Salinispora pacifica CNT609,Salinispora,Micromonosporaceae,Micromonosporales,Actinobacteria,Actinobacteria,Bacteria
AQVT01,Methylobacterium sp. 88A,Methylobacterium,Methylobacteriaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria
AVNX01,Methylobacterium sp. L2-4,Methylobacterium,Methylobacteriaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria
AQFU01,Clostridium sp. ASF502,Clostridium,Clostridiaceae,Clostridiales,Clostridia,Firmicutes,Bacteria
CBSO01,Kingella kingae KK113,Kingella,Neisseriaceae,Neisseriales,Betaproteobacteria,Proteobacteria,Bacteria
AXNB01,Brucella sp. 04-5288,Brucella,Brucellaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria
ATJM01,Gardnerella vaginalis JCP8017B,Gardnerella,Bifidobacteriaceae,Bifidobacteriales,Actinobacteria,Actinobacteria,Bacteria
ANPN01,Aeromonas hydrophila 116,Aeromonas,Aeromonadaceae,Aeromonadales,Gammaproteobacteria,Proteobacteria,Bacteria
AYJD01,Klebsiella oxytoca MGH 28,Klebsiella,Enterobacteriaceae,Enterobacteriales,Gammaproteobacteria,Proteobacteria,Bacteria
CAPC01,Erwinia amylovora UPN527,Erwinia,Enterobacteriaceae,Enterobacteriales,Gammaproteobacteria,Proteobacteria,Bacteria
ANOD01,Brucella melitensis 043,Brucella,Brucellaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria
APBY01,Haemophilus parasuis H465,Haemophilus,Pasteurellaceae,Pasteurellales,Gammaproteobacteria,Proteobacteria,Bacteria
NC_021714.1,Alteromonas macleodii str. 'Ionian Sea UM4b',Alteromonas,Alteromonadaceae,Alteromonadales,Gammaproteobacteria,Proteobacteria,Bacteria
NC_022075.1,Bacillus amyloliquefaciens subsp. plantarum UCMB5033,Bacillus,Bacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria
NC_022523.1,Bifidobacterium animalis subsp. lactis ATCC 27673,Bifidobacterium,Bifidobacteriaceae,Bifidobacteriales,Actinobacteria,Actinobacteria,Bacteria
NZ_CP003999.1,Klebsiella pneumoniae subsp. pneumoniae Kp13,Klebsiella,Enterobacteriaceae,Enterobacteriales,Gammaproteobacteria,Proteobacteria,Bacteria
ARDR01,Rhizobium leguminosarum bv. viciae Vh3,Rhizobium,Rhizobiaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria
ASYL01,Porphyromonas gingivalis SJD2,Porphyromonas,Porphyromonadaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria
CBUH01,Lactobacillus helveticus CIRM-BIA 953,Lactobacillus,Lactobacillaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria
NC_022898.1,Bacillus subtilis PY79,Bacillus,Bacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria
CAVF01,Coxiella burnetii Cb175_Guyana,Coxiella,Coxiellaceae,Legionellales,Gammaproteobacteria,Proteobacteria,Bacteria
ARHF01,Salinispora arenicola CNY256,Salinispora,Micromonosporaceae,Micromonosporales,Actinobacteria,Actinobacteria,Bacteria
AZOE01,Lactobacillus casei A2-362,Lactobacillus,Lactobacillaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria
NC_022873.1,Bacillus thuringiensis YBT-1518,Bacillus,Bacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria
NC_021577.1,Pseudomonas aeruginosa RP73,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
NC_021505.1,Pseudomonas putida NBRC 14164,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
CAUU02,Tropheryma whipplei str. Art29,Tropheryma,,Micrococcales,Actinobacteria,Actinobacteria,Bacteria
NC_021830.1,Listeria monocytogenes J1-220,Listeria,Listeriaceae,Bacillales,Bacilli,Firmicutes,Bacteria
NC_022593.1,Lactococcus lactis subsp. lactis KLDS 4.0325,Lactococcus,Streptococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria
NC_020089.1,Mycobacterium tuberculosis 7199-99,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
CAUV02,Tropheryma whipplei str. Pneumo30,Tropheryma,,Micrococcales,Actinobacteria,Actinobacteria,Bacteria
NZ_CM001785.1,Vibrio cholerae O1 str. Inaba G4222,Vibrio,Vibrionaceae,Vibrionales,Gammaproteobacteria,Proteobacteria,Bacteria
ARHG01,Salinispora arenicola CNY260,Salinispora,Micromonosporaceae,Micromonosporales,Actinobacteria,Actinobacteria,Bacteria
